id1,id2
a189211_0,b189211
a189212_0,b189212
a189213_0,b189213
a189214_0,b189214
a189215_0,b189215
a189216_0,b189216
a189217_0,b189217
a189218_0,b189218
a189219_0,b189219
a189220_0,b189220
a189221_0,b189221
a189222_0,b189222
a189223_0,b189223
a189224_0,b189224
a189225_0,b189225
a189226_0,b189226
a189227_0,b189227
a189228_0,b189228
a189229_0,b189229
a189230_0,b189230
a189231_0,b189231
a189232_0,b189232
a189233_0,b189233
a189234_0,b189234
a189235_0,b189235
a189236_0,b189236
a189237_0,b189237
a189238_0,b189238
a189239_0,b189239
a189240_0,b189240
a189241_0,b189241
a189242_0,b189242
a189243_0,b189243
a189244_0,b189244
a189245_0,b189245
a189246_0,b189246
a189247_0,b189247
a189248_0,b189248
a189249_0,b189249
a189250_0,b189250
a189251_0,b189251
a189252_0,b189252
a189253_0,b189253
a189254_0,b189254
a189255_0,b189255
a189256_0,b189256
a189257_0,b189257
a189258_0,b189258
a189259_0,b189259
a189260_0,b189260
a189261_0,b189261
a189262_0,b189262
a189263_0,b189263
a189264_0,b189264
a189265_0,b189265
a189266_0,b189266
a189267_0,b189267
a189268_0,b189268
a189269_0,b189269
a189270_0,b189270
a189271_0,b189271
a189272_0,b189272
a189273_0,b189273
a189274_0,b189274
a189275_0,b189275
a189276_0,b189276
a189277_0,b189277
a189278_0,b189278
a189279_0,b189279
a189280_0,b189280
a189281_0,b189281
a189282_0,b189282
a189283_0,b189283
a189284_0,b189284
a189285_0,b189285
a189286_0,b189286
a189287_0,b189287
a189288_0,b189288
a189289_0,b189289
a189290_0,b189290
a189291_0,b189291
a189292_0,b189292
a189293_0,b189293
a189294_0,b189294
a189295_0,b189295
a189296_0,b189296
a189297_0,b189297
a189298_0,b189298
a189299_0,b189299
a189300_0,b189300
a189301_0,b189301
a189302_0,b189302
a189303_0,b189303
a189304_0,b189304
a189305_0,b189305
a189306_0,b189306
a189307_0,b189307
a189308_0,b189308
a189309_0,b189309
a189310_0,b189310
a189311_0,b189311
a189312_0,b189312
a189313_0,b189313
a189314_0,b189314
a189315_0,b189315
a189316_0,b189316
a189317_0,b189317
a189318_0,b189318
a189319_0,b189319
a189320_0,b189320
a189321_0,b189321
a189322_0,b189322
a189323_0,b189323
a189324_0,b189324
a189325_0,b189325
a189326_0,b189326
a189327_0,b189327
a189328_0,b189328
a189329_0,b189329
a189330_0,b189330
a189331_0,b189331
a189332_0,b189332
a189333_0,b189333
a189334_0,b189334
a189335_0,b189335
a189336_0,b189336
a189337_0,b189337
a189338_0,b189338
a189339_0,b189339
a189340_0,b189340
a189341_0,b189341
a189342_0,b189342
a189343_0,b189343
a189344_0,b189344
a189345_0,b189345
a189346_0,b189346
a189347_0,b189347
a189348_0,b189348
a189349_0,b189349
a189350_0,b189350
a189351_0,b189351
a189352_0,b189352
a189353_0,b189353
a189354_0,b189354
a189355_0,b189355
a189356_0,b189356
a189357_0,b189357
a189358_0,b189358
a189359_0,b189359
a189360_0,b189360
a189361_0,b189361
a189362_0,b189362
a189363_0,b189363
a189364_0,b189364
a189365_0,b189365
a189366_0,b189366
a189367_0,b189367
a189368_0,b189368
a189369_0,b189369
a189370_0,b189370
a189371_0,b189371
a189372_0,b189372
a189373_0,b189373
a189374_0,b189374
a189375_0,b189375
a189376_0,b189376
a189377_0,b189377
a189378_0,b189378
a189379_0,b189379
a189380_0,b189380
a189381_0,b189381
a189382_0,b189382
a189383_0,b189383
a189384_0,b189384
a189385_0,b189385
a189386_0,b189386
a189387_0,b189387
a189388_0,b189388
a189389_0,b189389
a189390_0,b189390
a189391_0,b189391
a189392_0,b189392
a189393_0,b189393
a189394_0,b189394
a189395_0,b189395
a189396_0,b189396
a189397_0,b189397
a189398_0,b189398
a189399_0,b189399
a189400_0,b189400
a189401_0,b189401
a189402_0,b189402
a189403_0,b189403
a189404_0,b189404
a189405_0,b189405
a189406_0,b189406
a189407_0,b189407
a189408_0,b189408
a189409_0,b189409
a189410_0,b189410
a189411_0,b189411
a189412_0,b189412
a189413_0,b189413
a189414_0,b189414
a189415_0,b189415
a189416_0,b189416
a189417_0,b189417
a189418_0,b189418
a189419_0,b189419
a189420_0,b189420
a189421_0,b189421
a189422_0,b189422
a189423_0,b189423
a189424_0,b189424
a189425_0,b189425
a189426_0,b189426
a189427_0,b189427
a189428_0,b189428
a189429_0,b189429
a189430_0,b189430
a189431_0,b189431
a189432_0,b189432
a189433_0,b189433
a189434_0,b189434
a189435_0,b189435
a189436_0,b189436
a189437_0,b189437
a189438_0,b189438
a189439_0,b189439
a189440_0,b189440
a189441_0,b189441
a189442_0,b189442
a189443_0,b189443
a189444_0,b189444
a189445_0,b189445
a189446_0,b189446
a189447_0,b189447
a189448_0,b189448
a189449_0,b189449
a189450_0,b189450
a189451_0,b189451
a189452_0,b189452
a189453_0,b189453
a189454_0,b189454
a189455_0,b189455
a189456_0,b189456
a189457_0,b189457
a189458_0,b189458
a189459_0,b189459
a189460_0,b189460
a189461_0,b189461
a189462_0,b189462
a189463_0,b189463
a189464_0,b189464
a189465_0,b189465
a189466_0,b189466
a189467_0,b189467
a189468_0,b189468
a189469_0,b189469
a189470_0,b189470
a189471_0,b189471
a189472_0,b189472
a189473_0,b189473
a189474_0,b189474
a189475_0,b189475
a189476_0,b189476
a189477_0,b189477
a189478_0,b189478
a189479_0,b189479
a189480_0,b189480
a189481_0,b189481
a189482_0,b189482
a189483_0,b189483
a189484_0,b189484
a189485_0,b189485
a189486_0,b189486
a189487_0,b189487
a189488_0,b189488
a189489_0,b189489
a189490_0,b189490
a189491_0,b189491
a189492_0,b189492
a189493_0,b189493
a189494_0,b189494
a189495_0,b189495
a189496_0,b189496
a189497_0,b189497
a189498_0,b189498
a189499_0,b189499
a189500_0,b189500
a189501_0,b189501
a189502_0,b189502
a189503_0,b189503
a189504_0,b189504
a189505_0,b189505
a189506_0,b189506
a189507_0,b189507
a189508_0,b189508
a189509_0,b189509
a189510_0,b189510
a189511_0,b189511
a189512_0,b189512
a189513_0,b189513
a189514_0,b189514
a189515_0,b189515
a189516_0,b189516
a189517_0,b189517
a189518_0,b189518
a189519_0,b189519
a189520_0,b189520
a189521_0,b189521
a189522_0,b189522
a189523_0,b189523
a189524_0,b189524
a189525_0,b189525
a189526_0,b189526
a189527_0,b189527
a189528_0,b189528
a189529_0,b189529
a189530_0,b189530
a189531_0,b189531
a189532_0,b189532
a189533_0,b189533
a189534_0,b189534
a189535_0,b189535
a189536_0,b189536
a189537_0,b189537
a189538_0,b189538
a189539_0,b189539
a189540_0,b189540
a189541_0,b189541
a189542_0,b189542
a189543_0,b189543
a189544_0,b189544
a189545_0,b189545
a189546_0,b189546
a189547_0,b189547
a189548_0,b189548
a189549_0,b189549
a189550_0,b189550
a189551_0,b189551
a189552_0,b189552
a189553_0,b189553
a189554_0,b189554
a189555_0,b189555
a189556_0,b189556
a189557_0,b189557
a189558_0,b189558
a189559_0,b189559
a189560_0,b189560
a189561_0,b189561
a189562_0,b189562
a189563_0,b189563
a189564_0,b189564
a189565_0,b189565
a189566_0,b189566
a189567_0,b189567
a189568_0,b189568
a189569_0,b189569
a189570_0,b189570
a189571_0,b189571
a189572_0,b189572
a189573_0,b189573
a189574_0,b189574
a189575_0,b189575
a189576_0,b189576
a189577_0,b189577
a189578_0,b189578
a189579_0,b189579
a189580_0,b189580
a189581_0,b189581
a189582_0,b189582
a189583_0,b189583
a189584_0,b189584
a189585_0,b189585
a189586_0,b189586
a189587_0,b189587
a189588_0,b189588
a189589_0,b189589
a189590_0,b189590
a189591_0,b189591
a189592_0,b189592
a189593_0,b189593
a189594_0,b189594
a189595_0,b189595
a189596_0,b189596
a189597_0,b189597
a189598_0,b189598
a189599_0,b189599
a189600_0,b189600
a189601_0,b189601
a189602_0,b189602
a189603_0,b189603
a189604_0,b189604
a189605_0,b189605
a189606_0,b189606
a189607_0,b189607
a189608_0,b189608
a189609_0,b189609
a189610_0,b189610
a189611_0,b189611
a189612_0,b189612
a189613_0,b189613
a189614_0,b189614
a189615_0,b189615
a189616_0,b189616
a189617_0,b189617
a189618_0,b189618
a189619_0,b189619
a189620_0,b189620
a189621_0,b189621
a189622_0,b189622
a189623_0,b189623
a189624_0,b189624
a189625_0,b189625
a189626_0,b189626
a189627_0,b189627
a189628_0,b189628
a189629_0,b189629
a189630_0,b189630
a189631_0,b189631
a189632_0,b189632
a189633_0,b189633
a189634_0,b189634
a189635_0,b189635
a189636_0,b189636
a189637_0,b189637
a189638_0,b189638
a189639_0,b189639
a189640_0,b189640
a189641_0,b189641
a189642_0,b189642
a189643_0,b189643
a189644_0,b189644
a189645_0,b189645
a189646_0,b189646
a189647_0,b189647
a189648_0,b189648
a189649_0,b189649
a189650_0,b189650
a189651_0,b189651
a189652_0,b189652
a189653_0,b189653
a189654_0,b189654
a189655_0,b189655
a189656_0,b189656
a189657_0,b189657
a189658_0,b189658
a189659_0,b189659
a189660_0,b189660
a189661_0,b189661
a189662_0,b189662
a189663_0,b189663
a189664_0,b189664
a189665_0,b189665
a189666_0,b189666
a189667_0,b189667
a189668_0,b189668
a189669_0,b189669
a189670_0,b189670
a189671_0,b189671
a189672_0,b189672
a189673_0,b189673
a189674_0,b189674
a189675_0,b189675
a189676_0,b189676
a189677_0,b189677
a189678_0,b189678
a189679_0,b189679
a189680_0,b189680
a189681_0,b189681
a189682_0,b189682
a189683_0,b189683
a189684_0,b189684
a189685_0,b189685
a189686_0,b189686
a189687_0,b189687
a189688_0,b189688
a189689_0,b189689
a189690_0,b189690
a189691_0,b189691
a189692_0,b189692
a189693_0,b189693
a189694_0,b189694
a189695_0,b189695
a189696_0,b189696
a189697_0,b189697
a189698_0,b189698
a189699_0,b189699
a189700_0,b189700
a189701_0,b189701
a189702_0,b189702
a189703_0,b189703
a189704_0,b189704
a189705_0,b189705
a189706_0,b189706
a189707_0,b189707
a189708_0,b189708
a189709_0,b189709
a189710_0,b189710
a189711_0,b189711
a189712_0,b189712
a189713_0,b189713
a189714_0,b189714
a189715_0,b189715
a189716_0,b189716
a189717_0,b189717
a189718_0,b189718
a189719_0,b189719
a189720_0,b189720
a189721_0,b189721
a189722_0,b189722
a189723_0,b189723
a189724_0,b189724
a189725_0,b189725
a189726_0,b189726
a189727_0,b189727
a189728_0,b189728
a189729_0,b189729
a189730_0,b189730
a189731_0,b189731
a189732_0,b189732
a189733_0,b189733
a189734_0,b189734
a189735_0,b189735
a189736_0,b189736
a189737_0,b189737
a189738_0,b189738
a189739_0,b189739
a189740_0,b189740
a189741_0,b189741
a189742_0,b189742
a189743_0,b189743
a189744_0,b189744
a189745_0,b189745
a189746_0,b189746
a189747_0,b189747
a189748_0,b189748
a189749_0,b189749
a189750_0,b189750
a189751_0,b189751
a189752_0,b189752
a189753_0,b189753
a189754_0,b189754
a189755_0,b189755
a189756_0,b189756
a189757_0,b189757
a189758_0,b189758
a189759_0,b189759
a189760_0,b189760
a189761_0,b189761
a189762_0,b189762
a189763_0,b189763
a189764_0,b189764
a189765_0,b189765
a189766_0,b189766
a189767_0,b189767
a189768_0,b189768
a189769_0,b189769
a189770_0,b189770
a189771_0,b189771
a189772_0,b189772
a189773_0,b189773
a189774_0,b189774
a189775_0,b189775
a189776_0,b189776
a189777_0,b189777
a189778_0,b189778
a189779_0,b189779
a189780_0,b189780
a189781_0,b189781
a189782_0,b189782
a189783_0,b189783
a189784_0,b189784
a189785_0,b189785
a189786_0,b189786
a189787_0,b189787
a189788_0,b189788
a189789_0,b189789
a189790_0,b189790
a189791_0,b189791
a189792_0,b189792
a189793_0,b189793
a189794_0,b189794
a189795_0,b189795
a189796_0,b189796
a189797_0,b189797
a189798_0,b189798
a189799_0,b189799
a189800_0,b189800
a189801_0,b189801
a189802_0,b189802
a189803_0,b189803
a189804_0,b189804
a189805_0,b189805
a189806_0,b189806
a189807_0,b189807
a189808_0,b189808
a189809_0,b189809
a189810_0,b189810
a189811_0,b189811
a189812_0,b189812
a189813_0,b189813
a189814_0,b189814
a189815_0,b189815
a189816_0,b189816
a189817_0,b189817
a189818_0,b189818
a189819_0,b189819
a189820_0,b189820
a189821_0,b189821
a189822_0,b189822
a189823_0,b189823
a189824_0,b189824
a189825_0,b189825
a189826_0,b189826
a189827_0,b189827
a189828_0,b189828
a189829_0,b189829
a189830_0,b189830
a189831_0,b189831
a189832_0,b189832
a189833_0,b189833
a189834_0,b189834
a189835_0,b189835
a189836_0,b189836
a189837_0,b189837
a189838_0,b189838
a189839_0,b189839
a189840_0,b189840
a189841_0,b189841
a189842_0,b189842
a189843_0,b189843
a189844_0,b189844
a189845_0,b189845
a189846_0,b189846
a189847_0,b189847
a189848_0,b189848
a189849_0,b189849
a189850_0,b189850
a189851_0,b189851
a189852_0,b189852
a189853_0,b189853
a189854_0,b189854
a189855_0,b189855
a189856_0,b189856
a189857_0,b189857
a189858_0,b189858
a189859_0,b189859
a189860_0,b189860
a189861_0,b189861
a189862_0,b189862
a189863_0,b189863
a189864_0,b189864
a189865_0,b189865
a189866_0,b189866
a189867_0,b189867
a189868_0,b189868
a189869_0,b189869
a189870_0,b189870
a189871_0,b189871
a189872_0,b189872
a189873_0,b189873
a189874_0,b189874
a189875_0,b189875
a189876_0,b189876
a189877_0,b189877
a189878_0,b189878
a189879_0,b189879
a189880_0,b189880
a189881_0,b189881
a189882_0,b189882
a189883_0,b189883
a189884_0,b189884
a189885_0,b189885
a189886_0,b189886
a189887_0,b189887
a189888_0,b189888
a189889_0,b189889
a189890_0,b189890
a189891_0,b189891
a189892_0,b189892
a189893_0,b189893
a189894_0,b189894
a189895_0,b189895
a189896_0,b189896
a189897_0,b189897
a189898_0,b189898
a189899_0,b189899
a189900_0,b189900
a189901_0,b189901
a189902_0,b189902
a189903_0,b189903
a189904_0,b189904
a189905_0,b189905
a189906_0,b189906
a189907_0,b189907
a189908_0,b189908
a189909_0,b189909
a189910_0,b189910
a189911_0,b189911
a189912_0,b189912
a189913_0,b189913
a189914_0,b189914
a189915_0,b189915
a189916_0,b189916
a189917_0,b189917
a189918_0,b189918
a189919_0,b189919
a189920_0,b189920
a189921_0,b189921
a189922_0,b189922
a189923_0,b189923
a189924_0,b189924
a189925_0,b189925
a189926_0,b189926
a189927_0,b189927
a189928_0,b189928
a189929_0,b189929
a189930_0,b189930
a189931_0,b189931
a189932_0,b189932
a189933_0,b189933
a189934_0,b189934
a189935_0,b189935
a189936_0,b189936
a189937_0,b189937
a189938_0,b189938
a189939_0,b189939
a189940_0,b189940
a189941_0,b189941
a189942_0,b189942
a189943_0,b189943
a189944_0,b189944
a189945_0,b189945
a189946_0,b189946
a189947_0,b189947
a189948_0,b189948
a189949_0,b189949
a189950_0,b189950
a189951_0,b189951
a189952_0,b189952
a189953_0,b189953
a189954_0,b189954
a189955_0,b189955
a189956_0,b189956
a189957_0,b189957
a189958_0,b189958
a189959_0,b189959
a189960_0,b189960
a189961_0,b189961
a189962_0,b189962
a189963_0,b189963
a189964_0,b189964
a189965_0,b189965
a189966_0,b189966
a189967_0,b189967
a189968_0,b189968
a189969_0,b189969
a189970_0,b189970
a189971_0,b189971
a189972_0,b189972
a189973_0,b189973
a189974_0,b189974
a189975_0,b189975
a189976_0,b189976
a189977_0,b189977
a189978_0,b189978
a189979_0,b189979
a189980_0,b189980
a189981_0,b189981
a189982_0,b189982
a189983_0,b189983
a189984_0,b189984
a189985_0,b189985
a189986_0,b189986
a189987_0,b189987
a189988_0,b189988
a189989_0,b189989
a189990_0,b189990
a189991_0,b189991
a189992_0,b189992
a189993_0,b189993
a189994_0,b189994
a189995_0,b189995
a189996_0,b189996
a189997_0,b189997
a189998_0,b189998
a189999_0,b189999
a190000_0,b190000
a190001_0,b190001
a190002_0,b190002
a190003_0,b190003
a190004_0,b190004
a190005_0,b190005
a190006_0,b190006
a190007_0,b190007
a190008_0,b190008
a190009_0,b190009
a190010_0,b190010
a190011_0,b190011
a190012_0,b190012
a190013_0,b190013
a190014_0,b190014
a190015_0,b190015
a190016_0,b190016
a190017_0,b190017
a190018_0,b190018
a190019_0,b190019
a190020_0,b190020
a190021_0,b190021
a190022_0,b190022
a190023_0,b190023
a190024_0,b190024
a190025_0,b190025
a190026_0,b190026
a190027_0,b190027
a190028_0,b190028
a190029_0,b190029
a190030_0,b190030
a190031_0,b190031
a190032_0,b190032
a190033_0,b190033
a190034_0,b190034
a190035_0,b190035
a190036_0,b190036
a190037_0,b190037
a190038_0,b190038
a190039_0,b190039
a190040_0,b190040
a190041_0,b190041
a190042_0,b190042
a190043_0,b190043
a190044_0,b190044
a190045_0,b190045
a190046_0,b190046
a190047_0,b190047
a190048_0,b190048
a190049_0,b190049
a190050_0,b190050
a190051_0,b190051
a190052_0,b190052
a190053_0,b190053
a190054_0,b190054
a190055_0,b190055
a190056_0,b190056
a190057_0,b190057
a190058_0,b190058
a190059_0,b190059
a190060_0,b190060
a190061_0,b190061
a190062_0,b190062
a190063_0,b190063
a190064_0,b190064
a190065_0,b190065
a190066_0,b190066
a190067_0,b190067
a190068_0,b190068
a190069_0,b190069
a190070_0,b190070
a190071_0,b190071
a190072_0,b190072
a190073_0,b190073
a190074_0,b190074
a190075_0,b190075
a190076_0,b190076
a190077_0,b190077
a190078_0,b190078
a190079_0,b190079
a190080_0,b190080
a190081_0,b190081
a190082_0,b190082
a190083_0,b190083
a190084_0,b190084
a190085_0,b190085
a190086_0,b190086
a190087_0,b190087
a190088_0,b190088
a190089_0,b190089
a190090_0,b190090
a190091_0,b190091
a190092_0,b190092
a190093_0,b190093
a190094_0,b190094
a190095_0,b190095
a190096_0,b190096
a190097_0,b190097
a190098_0,b190098
a190099_0,b190099
a190100_0,b190100
a190101_0,b190101
a190102_0,b190102
a190103_0,b190103
a190104_0,b190104
a190105_0,b190105
a190106_0,b190106
a190107_0,b190107
a190108_0,b190108
a190109_0,b190109
a190110_0,b190110
a190111_0,b190111
a190112_0,b190112
a190113_0,b190113
a190114_0,b190114
a190115_0,b190115
a190116_0,b190116
a190117_0,b190117
a190118_0,b190118
a190119_0,b190119
a190120_0,b190120
a190121_0,b190121
a190122_0,b190122
a190123_0,b190123
a190124_0,b190124
a190125_0,b190125
a190126_0,b190126
a190127_0,b190127
a190128_0,b190128
a190129_0,b190129
a190130_0,b190130
a190131_0,b190131
a190132_0,b190132
a190133_0,b190133
a190134_0,b190134
a190135_0,b190135
a190136_0,b190136
a190137_0,b190137
a190138_0,b190138
a190139_0,b190139
a190140_0,b190140
a190141_0,b190141
a190142_0,b190142
a190143_0,b190143
a190144_0,b190144
a190145_0,b190145
a190146_0,b190146
a190147_0,b190147
a190148_0,b190148
a190149_0,b190149
a190150_0,b190150
a190151_0,b190151
a190152_0,b190152
a190153_0,b190153
a190154_0,b190154
a190155_0,b190155
a190156_0,b190156
a190157_0,b190157
a190158_0,b190158
a190159_0,b190159
a190160_0,b190160
a190161_0,b190161
a190162_0,b190162
a190163_0,b190163
a190164_0,b190164
a190165_0,b190165
a190166_0,b190166
a190167_0,b190167
a190168_0,b190168
a190169_0,b190169
a190170_0,b190170
a190171_0,b190171
a190172_0,b190172
a190173_0,b190173
a190174_0,b190174
a190175_0,b190175
a190176_0,b190176
a190177_0,b190177
a190178_0,b190178
a190179_0,b190179
a190180_0,b190180
a190181_0,b190181
a190182_0,b190182
a190183_0,b190183
a190184_0,b190184
a190185_0,b190185
a190186_0,b190186
a190187_0,b190187
a190188_0,b190188
a190189_0,b190189
a190190_0,b190190
a190191_0,b190191
a190192_0,b190192
a190193_0,b190193
a190194_0,b190194
a190195_0,b190195
a190196_0,b190196
a190197_0,b190197
a190198_0,b190198
a190199_0,b190199
a190200_0,b190200
a190201_0,b190201
a190202_0,b190202
a190203_0,b190203
a190204_0,b190204
a190205_0,b190205
a190206_0,b190206
a190207_0,b190207
a190208_0,b190208
a190209_0,b190209
a190210_0,b190210
a190211_0,b190211
a190212_0,b190212
a190213_0,b190213
a190214_0,b190214
a190215_0,b190215
a190216_0,b190216
a190217_0,b190217
a190218_0,b190218
a190219_0,b190219
a190220_0,b190220
a190221_0,b190221
a190222_0,b190222
a190223_0,b190223
a190224_0,b190224
a190225_0,b190225
a190226_0,b190226
a190227_0,b190227
a190228_0,b190228
a190229_0,b190229
a190230_0,b190230
a190231_0,b190231
a190232_0,b190232
a190233_0,b190233
a190234_0,b190234
a190235_0,b190235
a190236_0,b190236
a190237_0,b190237
a190238_0,b190238
a190239_0,b190239
a190240_0,b190240
a190241_0,b190241
a190242_0,b190242
a190243_0,b190243
a190244_0,b190244
a190245_0,b190245
a190246_0,b190246
a190247_0,b190247
a190248_0,b190248
a190249_0,b190249
a190250_0,b190250
a190251_0,b190251
a190252_0,b190252
a190253_0,b190253
a190254_0,b190254
a190255_0,b190255
a190256_0,b190256
a190257_0,b190257
a190258_0,b190258
a190259_0,b190259
a190260_0,b190260
a190261_0,b190261
a190262_0,b190262
a190263_0,b190263
a190264_0,b190264
a190265_0,b190265
a190266_0,b190266
a190267_0,b190267
a190268_0,b190268
a190269_0,b190269
a190270_0,b190270
a190271_0,b190271
a190272_0,b190272
a190273_0,b190273
a190274_0,b190274
a190275_0,b190275
a190276_0,b190276
a190277_0,b190277
a190278_0,b190278
a190279_0,b190279
a190280_0,b190280
a190281_0,b190281
a190282_0,b190282
a190283_0,b190283
a190284_0,b190284
a190285_0,b190285
a190286_0,b190286
a190287_0,b190287
a190288_0,b190288
a190289_0,b190289
a190290_0,b190290
a190291_0,b190291
a190292_0,b190292
a190293_0,b190293
a190294_0,b190294
a190295_0,b190295
a190296_0,b190296
a190297_0,b190297
a190298_0,b190298
a190299_0,b190299
a190300_0,b190300
a190301_0,b190301
a190302_0,b190302
a190303_0,b190303
a190304_0,b190304
a190305_0,b190305
a190306_0,b190306
a190307_0,b190307
a190308_0,b190308
a190309_0,b190309
a190310_0,b190310
a190311_0,b190311
a190312_0,b190312
a190313_0,b190313
a190314_0,b190314
a190315_0,b190315
a190316_0,b190316
a190317_0,b190317
a190318_0,b190318
a190319_0,b190319
a190320_0,b190320
a190321_0,b190321
a190322_0,b190322
a190323_0,b190323
a190324_0,b190324
a190325_0,b190325
a190326_0,b190326
a190327_0,b190327
a190328_0,b190328
a190329_0,b190329
a190330_0,b190330
a190331_0,b190331
a190332_0,b190332
a190333_0,b190333
a190334_0,b190334
a190335_0,b190335
a190336_0,b190336
a190337_0,b190337
a190338_0,b190338
a190339_0,b190339
a190340_0,b190340
a190341_0,b190341
a190342_0,b190342
a190343_0,b190343
a190344_0,b190344
a190345_0,b190345
a190346_0,b190346
a190347_0,b190347
a190348_0,b190348
a190349_0,b190349
a190350_0,b190350
a190351_0,b190351
a190352_0,b190352
a190353_0,b190353
a190354_0,b190354
a190355_0,b190355
a190356_0,b190356
a190357_0,b190357
a190358_0,b190358
a190359_0,b190359
a190360_0,b190360
a190361_0,b190361
a190362_0,b190362
a190363_0,b190363
a190364_0,b190364
a190365_0,b190365
a190366_0,b190366
a190367_0,b190367
a190368_0,b190368
a190369_0,b190369
a190370_0,b190370
a190371_0,b190371
a190372_0,b190372
a190373_0,b190373
a190374_0,b190374
a190375_0,b190375
a190376_0,b190376
a190377_0,b190377
a190378_0,b190378
a190379_0,b190379
a190380_0,b190380
a190381_0,b190381
a190382_0,b190382
a190383_0,b190383
a190384_0,b190384
a190385_0,b190385
a190386_0,b190386
a190387_0,b190387
a190388_0,b190388
a190389_0,b190389
a190390_0,b190390
a190391_0,b190391
a190392_0,b190392
a190393_0,b190393
a190394_0,b190394
a190395_0,b190395
a190396_0,b190396
a190397_0,b190397
a190398_0,b190398
a190399_0,b190399
a190400_0,b190400
a190401_0,b190401
a190402_0,b190402
a190403_0,b190403
a190404_0,b190404
a190405_0,b190405
a190406_0,b190406
a190407_0,b190407
a190408_0,b190408
a190409_0,b190409
a190410_0,b190410
a190411_0,b190411
a190412_0,b190412
a190413_0,b190413
a190414_0,b190414
a190415_0,b190415
a190416_0,b190416
a190417_0,b190417
a190418_0,b190418
a190419_0,b190419
a190420_0,b190420
a190421_0,b190421
a190422_0,b190422
a190423_0,b190423
a190424_0,b190424
a190425_0,b190425
a190426_0,b190426
a190427_0,b190427
a190428_0,b190428
a190429_0,b190429
a190430_0,b190430
a190431_0,b190431
a190432_0,b190432
a190433_0,b190433
a190434_0,b190434
a190435_0,b190435
a190436_0,b190436
a190437_0,b190437
a190438_0,b190438
a190439_0,b190439
a190440_0,b190440
a190441_0,b190441
a190442_0,b190442
a190443_0,b190443
a190444_0,b190444
a190445_0,b190445
a190446_0,b190446
a190447_0,b190447
a190448_0,b190448
a190449_0,b190449
a190450_0,b190450
a190451_0,b190451
a190452_0,b190452
a190453_0,b190453
a190454_0,b190454
a190455_0,b190455
a190456_0,b190456
a190457_0,b190457
a190458_0,b190458
a190459_0,b190459
a190460_0,b190460
a190461_0,b190461
a190462_0,b190462
a190463_0,b190463
a190464_0,b190464
a190465_0,b190465
a190466_0,b190466
a190467_0,b190467
a190468_0,b190468
a190469_0,b190469
a190470_0,b190470
a190471_0,b190471
a190472_0,b190472
a190473_0,b190473
a190474_0,b190474
a190475_0,b190475
a190476_0,b190476
a190477_0,b190477
a190478_0,b190478
a190479_0,b190479
a190480_0,b190480
a190481_0,b190481
a190482_0,b190482
a190483_0,b190483
a190484_0,b190484
a190485_0,b190485
a190486_0,b190486
a190487_0,b190487
a190488_0,b190488
a190489_0,b190489
a190490_0,b190490
a190491_0,b190491
a190492_0,b190492
a190493_0,b190493
a190494_0,b190494
a190495_0,b190495
a190496_0,b190496
a190497_0,b190497
a190498_0,b190498
a190499_0,b190499
a190500_0,b190500
a190501_0,b190501
a190502_0,b190502
a190503_0,b190503
a190504_0,b190504
a190505_0,b190505
a190506_0,b190506
a190507_0,b190507
a190508_0,b190508
a190509_0,b190509
a190510_0,b190510
a190511_0,b190511
a190512_0,b190512
a190513_0,b190513
a190514_0,b190514
a190515_0,b190515
a190516_0,b190516
a190517_0,b190517
a190518_0,b190518
a190519_0,b190519
a190520_0,b190520
a190521_0,b190521
a190522_0,b190522
a190523_0,b190523
a190524_0,b190524
a190525_0,b190525
a190526_0,b190526
a190527_0,b190527
a190528_0,b190528
a190529_0,b190529
a190530_0,b190530
a190531_0,b190531
a190532_0,b190532
a190533_0,b190533
a190534_0,b190534
a190535_0,b190535
a190536_0,b190536
a190537_0,b190537
a190538_0,b190538
a190539_0,b190539
a190540_0,b190540
a190541_0,b190541
a190542_0,b190542
a190543_0,b190543
a190544_0,b190544
a190545_0,b190545
a190546_0,b190546
a190547_0,b190547
a190548_0,b190548
a190549_0,b190549
a190550_0,b190550
a190551_0,b190551
a190552_0,b190552
a190553_0,b190553
a190554_0,b190554
a190555_0,b190555
a190556_0,b190556
a190557_0,b190557
a190558_0,b190558
a190559_0,b190559
a190560_0,b190560
a190561_0,b190561
a190562_0,b190562
a190563_0,b190563
a190564_0,b190564
a190565_0,b190565
a190566_0,b190566
a190567_0,b190567
a190568_0,b190568
a190569_0,b190569
a190570_0,b190570
a190571_0,b190571
a190572_0,b190572
a190573_0,b190573
a190574_0,b190574
a190575_0,b190575
a190576_0,b190576
a190577_0,b190577
a190578_0,b190578
a190579_0,b190579
a190580_0,b190580
a190581_0,b190581
a190582_0,b190582
a190583_0,b190583
a190584_0,b190584
a190585_0,b190585
a190586_0,b190586
a190587_0,b190587
a190588_0,b190588
a190589_0,b190589
a190590_0,b190590
a190591_0,b190591
a190592_0,b190592
a190593_0,b190593
a190594_0,b190594
a190595_0,b190595
a190596_0,b190596
a190597_0,b190597
a190598_0,b190598
a190599_0,b190599
a190600_0,b190600
a190601_0,b190601
a190602_0,b190602
a190603_0,b190603
a190604_0,b190604
a190605_0,b190605
a190606_0,b190606
a190607_0,b190607
a190608_0,b190608
a190609_0,b190609
